85.69;133.33;120.3;110.12;106.45;86.18;87.91;89.6;87.94;98.24;94.82;93.1;93.18;92.41;93.04;
73.99;64.94;59.97;52.63;49.19;46.3;38.21;40.73;41.28;40.21;39.53;38.67;39.17;38.4;37.65;
66.53;57.53;40.2;40.58;37.35;34.72;28.14;31.06;27.64;30.51;30.4;29.18;28.88;28.61;28.25;
63.37;54.26;43.91;38.76;36.09;32.57;30.56;31.69;30;29.52;30.41;28.86;29.8;28.69;28.47;
57.89;56.09;43.96;36.18;36.34;34.83;31.94;30.86;30.4;31.83;27.38;28.24;29.54;29.34;30.14;
