95.09;149.69;141.1;131.95;123.49;119.02;95.95;91.96;90.83;104.27;102.54;100.33;99.16;98.42;98.42;88.47;85.17;86.35;88.31;86.26;85.21;84.2;85.65;85.32;91.92;84.08;85.56;88.05;85.57;90.08;
95.06;86.5;69.53;72.51;66.34;60.43;47.19;45.73;44.61;48.73;47.47;45.73;44.82;43.81;50.92;39.12;38.46;37.62;38.97;37.57;39.23;38.03;38.11;37.33;37.01;37.38;37.24;37.59;36.81;36.68;
99.7;94.93;58.31;58.21;51.4;38.86;40.41;36.78;33.78;37.39;36.65;34.86;34.79;33.48;32.88;28.1;28.13;28.77;29.84;28.32;29.14;26.46;28.91;28.63;32.15;28.28;27.44;27.1;27.05;26.65;
107.21;73.61;56.29;55.97;48.69;44.89;33.92;34.01;36.25;36.11;35.12;42.6;33.27;32.57;32.17;28.25;29.02;30.77;28.49;27.63;29.9;27.96;29.7;27.99;28.53;27.85;28.28;28.31;26.83;26.28;
89.63;89.48;54.44;45.63;48.55;44.55;34.99;37.26;33.83;33.72;35.27;29.62;31.4;30.25;30.03;30.26;30.7;31.41;36.77;30.49;29.12;30.09;28.91;30.85;28.78;29.85;30.56;33.29;30.33;32.03;
