85.69;133.33;120.3;110.12;106.45;86.18;87.91;89.6;87.94;98.24;94.82;93.1;93.18;92.41;93.04;76.38;89.51;82.91;82.4;80.02;80.88;80.26;80.32;78.94;78.49;79.81;78.41;78.99;78.36;79.62;
73.99;64.94;59.97;52.63;49.19;46.3;38.21;40.73;41.28;40.21;39.53;38.67;39.17;38.4;37.65;35.36;35.13;34.4;34.97;34.98;31.89;33.68;33.56;34.09;34.05;31.32;33.59;33.26;37.83;35.49;
66.53;57.53;40.2;40.58;37.35;34.72;28.14;31.06;27.64;30.51;30.4;29.18;28.88;28.61;28.25;26.66;27.91;26.28;26.8;26.56;48.28;27.15;25.25;27.07;25.97;26.61;26.28;29.26;26.5;27.55;
63.37;54.26;43.91;38.76;36.09;32.57;30.56;31.69;30;29.52;30.41;28.86;29.8;28.69;28.47;26.24;28.12;28.32;26.91;28.25;28.71;26.96;27.39;27.5;29.21;25.59;25.69;26.73;25.99;28.61;
57.89;56.09;43.96;36.18;36.34;34.83;31.94;30.86;30.4;31.83;27.38;28.24;29.54;29.34;30.14;30.2;32.24;31.91;31.12;31.24;32.22;32.84;33.51;33.42;33.74;33.91;34.49;34.15;34.17;38.43;
