95.09;149.69;141.1;131.95;123.49;119.02;95.95;91.96;90.83;104.27;102.54;100.33;99.16;98.42;98.42;
95.06;86.5;69.53;72.51;66.34;60.43;47.19;45.73;44.61;48.73;47.47;45.73;44.82;43.81;50.92;
99.7;94.93;58.31;58.21;51.4;38.86;40.41;36.78;33.78;37.39;36.65;34.86;34.79;33.48;32.88;
107.21;73.61;56.29;55.97;48.69;44.89;33.92;34.01;36.25;36.11;35.12;42.6;33.27;32.57;32.17;
89.63;89.48;54.44;45.63;48.55;44.55;34.99;37.26;33.83;33.72;35.27;29.62;31.4;30.25;30.03;
