4.64608,91.3788,4.32751,0.0271274,100.385
6.1062,66.9576,3.3777,7.92609,84.3719
5.28535,43.8044,1.76753,9.12774,59.9885
5.44182,34.9907,1.29769,8.54714,50.2808
5.50748,28.6013,1.04509,9.03562,44.1928
5.34164,24.3669,0.871388,9.08143,39.6647
5.2673,21.0079,0.745962,9.28414,36.3086
6.3397,17.5888,0.857894,9.34242,34.1332
5.16793,17.1809,0.581416,9.75637,32.6899
5.45879,15.4044,0.526868,9.95911,31.3529
5.40651,14.2104,0.473114,10.1749,30.268
5.34597,13.3495,0.436032,10.1119,29.2467
6.38188,11.1844,0.530371,10.5359,28.6364
6.31749,10.4845,0.490631,10.6685,27.9649
5.3185,11.6064,0.352283,10.6646,27.9448
6.33439,9.75381,0.438004,11.2011,27.731
6.51277,9.26943,0.404812,12.5345,28.7253
6.5907,8.70037,0.387195,12.6762,28.3583
5.78964,9.1517,0.278419,12.8924,28.1151
6.38495,7.56236,0.353973,13.0374,27.3425
5.72049,8.33169,0.255888,12.9691,27.2799
5.59879,8.03402,0.241182,13.0682,26.945
6.62998,6.62313,0.307813,13.1986,26.7631
6.55659,7.20036,0.293183,13.2793,27.3331
5.30061,7.15634,0.220091,13.475,26.1549
5.59568,6.14951,0.213705,13.5495,25.512
5.59413,5.45068,0.20138,13.6142,24.8639
5.57616,4.60086,0.193961,13.842,24.2161
5.42337,4.44984,0.19618,14.0265,24.0991
5.54958,4.76694,0.182514,14.2868,24.7895
